19-3-2020 02:48:36.273  INFO	13	185	Log 475 - user 5235804 at realtime 2024-09-04 19:26:02.822094
19-3-2020 02:49:39.100	INFO	13	188	mailbox allocated for route
19-3-2020 02:49:39.148	INFO	16	188	parsing transaction entries
19-3-2020 02:49:39.189	INFO	12	188	loading data for user
19-3-2020 02:49:39.226	INFO	18	191	creating mailslot for RSVP
19-3-2020 02:49:39.270	INFO	17	191	creating mailslot for terminate
19-3-2020 02:49:39.310	INFO	10	183	parsing transaction entries
19-3-2020 02:49:39.354	INFO	11	190	creating mailslot for RSVP
19-3-2020 02:49:39.398	INFO	19	193	master allocated for INFO and ERROR dump
19-3-2020 02:49:39.436	INFO	16	189	creating mailslot for route engine - informational socket
19-3-2020 02:49:39.484	INFO	11	188	mailbox allocated for rsvp-udp
19-3-2020 02:49:39.522	INFO	18	185	out of INFO allcations
19-3-2020 02:49:39.570	INFO	17	186	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:39.616	INFO	14	183	parsing transaction entries
19-3-2020 02:49:39.665	INFO	15	194	mailbox allocated for rsvp-udp
19-3-2020 02:49:39.706	INFO	11	184	mailbox allocated for pipe
19-3-2020 02:49:39.744	INFO	15	192	mailbox allocated for rsvp
19-3-2020 02:49:39.783	INFO	14	186	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:39.823	INFO	11	189	mailbox allocated for dump
19-3-2020 02:49:39.868	INFO	18	185	parsing transaction entries
19-3-2020 02:49:39.907	INFO	11	188	mailbox allocated for route
19-3-2020 02:49:39.947	INFO	17	194	ready to accept informational socket connection
19-3-2020 02:49:39.985	INFO	18	183	mailbox allocated for route
19-3-2020 02:49:40.024	INFO	12	194	creating mailslot for RSVP via UDP
19-3-2020 02:49:40.024	ERROR	13	193	mailbox cannot be allocated for terminate
19-3-2020 02:49:40.069	INFO	10	188	creating socket for querying route
19-3-2020 02:49:40.117	INFO	15	192	no mailbox necessary for forward
19-3-2020 02:49:40.166	INFO	15	194	mailbox allocated for dump
19-3-2020 02:49:40.205	INFO	19	188	loopback to avoid ERROR
19-3-2020 02:49:40.242	INFO	16	189	calculating thresholds...
19-3-2020 02:49:40.284	INFO	18	187	mailbox allocated for rsvp-api
19-3-2020 02:49:40.322	INFO	10	187	creating mailslot for terminate
19-3-2020 02:49:40.369	INFO	13	184	calculating thresholds...
19-3-2020 02:49:40.408	INFO	18	188	out of INFO allcations
19-3-2020 02:49:40.408	INFO	16	193	transaction 17129 begun
19-3-2020 02:49:40.578	INFO	19	185	loading data for user
19-3-2020 02:49:40.578	INFO	19	189	transaction done, id=17129
19-3-2020 02:49:40.578	INFO	12	188	transaction 17132 begun
19-3-2020 02:49:40.707	INFO	11	183	calculating thresholds...
19-3-2020 02:49:40.707	INFO	10	191	transaction done, id=17132
19-3-2020 02:49:40.746	INFO	15	189	creating mailslot for RSVP via UDP
19-3-2020 02:49:40.794	INFO	14	186	mailbox allocated for terminate
19-3-2020 02:49:40.831	INFO	19	188	creating mailslot for RSVP client API
19-3-2020 02:49:40.874	INFO	19	192	mailbox allocated for rsvp-udp
19-3-2020 02:49:40.922	INFO	13	188	creating mailslot for dump
19-3-2020 02:49:40.969	INFO	19	193	creating mailslot for RSVP via UDP
19-3-2020 02:49:41.016	INFO	10	193	creating socket for querying route
19-3-2020 02:49:41.059	INFO	12	185	creating socket for querying route
19-3-2020 02:49:41.107	INFO	17	183	calculating thresholds...
19-3-2020 02:49:41.150	INFO	14	190	out of INFO allcations
19-3-2020 02:49:41.188	INFO	18	183	mailbox allocated for rsvp
19-3-2020 02:49:41.234	INFO	19	187	mailbox allocated for rsvp
19-3-2020 02:49:41.272	INFO	12	187	parsing transaction entries
19-3-2020 02:49:41.316	INFO	17	190	creating mailslot for RSVP via UDP
19-3-2020 02:49:41.358	INFO	18	187	mailbox allocated for rsvp
19-3-2020 02:49:41.406	INFO	13	192	mailbox allocated for rsvp-api
19-3-2020 02:49:41.453	INFO	10	185	mailbox allocated for route
19-3-2020 02:49:41.494	INFO	16	191	no mailbox necessary for forward
19-3-2020 02:49:41.536	INFO	18	193	creating mailslot for RSVP client API
19-3-2020 02:49:41.585	INFO	18	191	creating mailslot for RSVP via UDP
19-3-2020 02:49:41.622	INFO	15	194	creating mailslot for dump
19-3-2020 02:49:41.669	INFO	10	189	creating mailslot for RSVP
19-3-2020 02:49:41.715	INFO	19	190	mailbox allocated for terminate
19-3-2020 02:49:41.753	INFO	17	184	loading data for user
19-3-2020 02:49:41.793	INFO	10	192	loopback to avoid ERROR
19-3-2020 02:49:41.834	INFO	19	190	loopback to avoid ERROR
19-3-2020 02:49:41.875	INFO	15	185	mailbox allocated for pipe
19-3-2020 02:49:41.918	INFO	17	191	loopback to avoid ERROR
19-3-2020 02:49:41.955	INFO	17	187	no mailbox necessary for forward
19-3-2020 02:49:42.002	INFO	16	192	mailbox allocated for rsvp
19-3-2020 02:49:42.045	INFO	12	189	mailbox allocated for rsvp-udp
19-3-2020 02:49:42.086	INFO	18	188	creating mailslot for dump
19-3-2020 02:49:42.128	INFO	18	191	creating mailslot for dump
19-3-2020 02:49:42.167	INFO	19	188	mailbox allocated for route
19-3-2020 02:49:42.215	INFO	14	193	master allocated for INFO and ERROR dump
19-3-2020 02:49:42.255	INFO	19	191	mailbox allocated for route
19-3-2020 02:49:42.293	INFO	12	183	mailbox allocated for terminate
19-3-2020 02:49:42.336	INFO	14	187	creating mailslot for RSVP client API
19-3-2020 02:49:42.384	INFO	19	183	creating socket for traffic CONTROL module
19-3-2020 02:49:42.426	INFO	12	192	mailbox allocated for pipe
19-3-2020 02:49:42.471	INFO	10	193	creating mailslot for dump
19-3-2020 02:49:42.513	INFO	10	188	creating mailslot for RSVP
19-3-2020 02:49:42.561	INFO	18	194	parsing transaction entries
19-3-2020 02:49:42.598	INFO	15	187	master allocated for INFO and ERROR dump
19-3-2020 02:49:42.647	INFO	13	185	creating socket for traffic CONTROL module
19-3-2020 02:49:42.689	INFO	18	186	creating mailslot for (broken) pipe
19-3-2020 02:49:42.735	INFO	16	185	creating socket for traffic CONTROL module
19-3-2020 02:49:42.777	INFO	13	185	money transfer loaded from queue
19-3-2020 02:49:42.826	INFO	10	189	creating socket for querying route
19-3-2020 02:49:42.867	INFO	17	186	ready to accept informational socket connection
19-3-2020 02:49:42.916	INFO	11	190	master allocated for INFO and ERROR dump
19-3-2020 02:49:42.965	INFO	19	192	no mailbox necessary for forward
19-3-2020 02:49:43.011	INFO	10	194	money transfer loaded from queue
19-3-2020 02:49:43.052	INFO	14	190	creating mailslot for RSVP via UDP
19-3-2020 02:49:43.097	INFO	16	191	parsing transaction entries
19-3-2020 02:49:43.145	INFO	15	186	mailbox allocated for rsvp
19-3-2020 02:49:43.191	INFO	12	189	creating mailslot for RSVP
19-3-2020 02:49:43.237	INFO	16	190	loopback to avoid ERROR
19-3-2020 02:49:43.286	INFO	13	185	mailbox allocated for pipe
19-3-2020 02:49:43.327	INFO	17	190	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:43.367	INFO	14	189	mailbox allocated for rsvp
19-3-2020 02:49:43.405	INFO	17	184	creating mailslot for (broken) pipe
19-3-2020 02:49:43.451	INFO	14	188	creating mailslot for RSVP
19-3-2020 02:49:43.499	INFO	19	186	loading data for user
19-3-2020 02:49:43.540	INFO	19	185	creating mailslot for RSVP via UDP
19-3-2020 02:49:43.579	INFO	19	191	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:43.625	INFO	13	191	creating socket for querying route
19-3-2020 02:49:43.674	INFO	14	188	creating mailslot for dump
19-3-2020 02:49:43.723	INFO	16	183	no mailbox necessary for forward
19-3-2020 02:49:43.763	INFO	19	184	ready to accept informational socket connection
19-3-2020 02:49:43.802	INFO	18	184	mailbox allocated for terminate
19-3-2020 02:49:43.802	INFO	15	184	transaction 17135 begun
19-3-2020 02:49:43.907	INFO	12	190	parsing transaction entries
19-3-2020 02:49:43.907	INFO	13	192	transaction done, id=17135
19-3-2020 02:49:43.954	INFO	11	188	mailbox allocated for rsvp
19-3-2020 02:49:43.996	INFO	16	189	master allocated for INFO and ERROR dump
19-3-2020 02:49:44.045	INFO	18	186	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:44.086	INFO	11	184	creating socket for querying route
19-3-2020 02:49:44.133	INFO	13	183	creating mailslot for terminate
19-3-2020 02:49:44.177	INFO	15	193	creating socket for querying route
19-3-2020 02:49:44.223	INFO	13	194	creating mailslot for terminate
19-3-2020 02:49:44.264	INFO	16	188	loopback to avoid ERROR
19-3-2020 02:49:44.309	INFO	17	193	mailbox allocated for rsvp-api
19-3-2020 02:49:44.357	INFO	12	191	creating mailslot for terminate
19-3-2020 02:49:44.397	INFO	17	185	mailbox allocated for rsvp-udp
19-3-2020 02:49:44.437	INFO	10	192	creating mailslot for route engine - informational socket
19-3-2020 02:49:44.486	INFO	16	185	creating socket for querying route
19-3-2020 02:49:44.523	INFO	14	183	mailbox allocated for terminate
19-3-2020 02:49:44.567	INFO	18	191	mailbox allocated for route
19-3-2020 02:49:44.567	ERROR	14	193	creating mailslot for terminate throws exception
19-3-2020 02:49:44.613	INFO	15	193	creating mailslot for dump
19-3-2020 02:49:44.654	INFO	12	183	creating mailslot for RSVP client API
19-3-2020 02:49:44.703	INFO	17	184	creating mailslot for (broken) pipe
19-3-2020 02:49:44.740	INFO	12	184	calculating thresholds...
19-3-2020 02:49:44.788	INFO	11	190	money transfer loaded from queue
19-3-2020 02:49:44.836	INFO	16	192	creating mailslot for (broken) pipe
19-3-2020 02:49:44.875	INFO	12	183	creating mailslot for RSVP via UDP
19-3-2020 02:49:44.921	INFO	12	192	mailbox allocated for rsvp-api
19-3-2020 02:49:44.959	INFO	13	192	loading data for user
19-3-2020 02:49:45.008	INFO	13	185	creating mailslot for (broken) pipe
19-3-2020 02:49:45.049	INFO	15	185	creating socket for querying route
19-3-2020 02:49:45.097	INFO	14	191	no mailbox necessary for forward
19-3-2020 02:49:45.146	INFO	10	183	creating socket for traffic CONTROL module
19-3-2020 02:49:45.185	INFO	17	184	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:45.227	INFO	19	190	calculating thresholds...
19-3-2020 02:49:45.275	INFO	17	186	mailbox allocated for rsvp-udp
19-3-2020 02:49:45.320	INFO	15	188	ready to accept informational socket connection
19-3-2020 02:49:45.360	INFO	10	189	calculating thresholds...
19-3-2020 02:49:45.399	INFO	11	191	no mailbox necessary for forward
19-3-2020 02:49:45.436	INFO	16	193	mailbox allocated for rsvp
19-3-2020 02:49:45.473	INFO	19	185	ready to accept informational socket connection
19-3-2020 02:49:45.518	INFO	10	184	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:45.563	INFO	18	194	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:45.610	INFO	12	190	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:45.655	INFO	16	183	mailbox allocated for rsvp-udp
19-3-2020 02:49:45.655	ERROR	10	192	mailbox cannot be allocated for terminate
19-3-2020 02:49:45.701	INFO	18	186	ready to accept informational socket connection
19-3-2020 02:49:45.742	INFO	16	183	creating mailslot for RSVP
19-3-2020 02:49:45.787	INFO	11	188	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:45.834	INFO	12	193	mailbox allocated for rsvp
19-3-2020 02:49:45.871	INFO	17	192	parsing transaction entries
19-3-2020 02:49:45.918	INFO	18	185	loading data for user
19-3-2020 02:49:45.964	INFO	10	194	creating socket for traffic CONTROL module
19-3-2020 02:49:46.007	INFO	14	189	creating socket for querying route
19-3-2020 02:49:46.050	INFO	14	190	loading data for user
19-3-2020 02:49:46.099	INFO	10	193	mailbox allocated for pipe
19-3-2020 02:49:46.142	INFO	18	183	mailbox allocated for pipe
19-3-2020 02:49:46.180	INFO	11	192	mailbox allocated for pipe
19-3-2020 02:49:46.221	INFO	16	188	mailbox allocated for route
19-3-2020 02:49:46.263	INFO	10	192	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:46.311	INFO	10	194	mailbox allocated for dump
19-3-2020 02:49:46.350	INFO	16	184	mailbox allocated for terminate
19-3-2020 02:49:46.390	INFO	16	187	mailbox allocated for rsvp
19-3-2020 02:49:46.439	INFO	15	183	mailbox allocated for dump
19-3-2020 02:49:46.477	INFO	14	186	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:46.514	INFO	15	193	creating mailslot for dump
19-3-2020 02:49:46.514	INFO	14	185	transaction 17138 begun
19-3-2020 02:49:46.683	INFO	18	192	creating mailslot for terminate
19-3-2020 02:49:46.683	INFO	19	183	transaction done, id=17138
19-3-2020 02:49:46.724	INFO	17	193	loading data for user
19-3-2020 02:49:46.768	INFO	15	191	creating mailslot for (broken) pipe
19-3-2020 02:49:46.805	INFO	14	189	creating mailslot for (broken) pipe
19-3-2020 02:49:46.851	INFO	15	193	master allocated for INFO and ERROR dump
19-3-2020 02:49:46.900	INFO	13	186	out of INFO allcations
19-3-2020 02:49:46.939	INFO	13	190	loopback to avoid ERROR
19-3-2020 02:49:46.982	INFO	14	194	no mailbox necessary for forward
19-3-2020 02:49:47.022	INFO	13	185	mailbox allocated for pipe
19-3-2020 02:49:47.064	INFO	11	183	mailbox allocated for route
19-3-2020 02:49:47.102	INFO	15	192	mailbox allocated for rsvp-api
19-3-2020 02:49:47.147	INFO	19	187	money transfer loaded from queue
19-3-2020 02:49:47.189	INFO	13	191	creating mailslot for RSVP
19-3-2020 02:49:47.233	INFO	13	186	creating mailslot for (broken) pipe
19-3-2020 02:49:47.274	INFO	16	187	mailbox allocated for rsvp
19-3-2020 02:49:47.321	INFO	15	190	mailbox allocated for terminate
19-3-2020 02:49:47.363	INFO	16	184	mailbox allocated for terminate
19-3-2020 02:49:47.403	INFO	15	190	creating mailslot for dump
19-3-2020 02:49:47.450	INFO	15	184	out of INFO allcations
19-3-2020 02:49:47.450	INFO	17	194	transaction 17141 begun
19-3-2020 02:49:47.650	INFO	12	184	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:47.650	INFO	12	185	transaction done, id=17141
19-3-2020 02:49:47.650	ERROR	10	186	creating mailslot for terminate throws exception
19-3-2020 02:49:47.693	INFO	17	184	creating mailslot for RSVP via UDP
19-3-2020 02:49:47.740	INFO	14	185	money transfer loaded from queue
19-3-2020 02:49:47.788	INFO	11	191	creating mailslot for route engine - informational socket
19-3-2020 02:49:47.837	INFO	19	183	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:47.881	INFO	15	183	loading data for user
19-3-2020 02:49:47.921	INFO	16	184	loopback to avoid ERROR
19-3-2020 02:49:47.959	INFO	10	193	loopback to avoid ERROR
19-3-2020 02:49:48.007	INFO	11	183	loopback to avoid ERROR
19-3-2020 02:49:48.055	INFO	17	188	creating socket for traffic CONTROL module
19-3-2020 02:49:48.096	INFO	17	183	loopback to avoid ERROR
19-3-2020 02:49:48.140	INFO	16	187	creating mailslot for RSVP via UDP
19-3-2020 02:49:48.185	INFO	19	186	creating socket for querying route
19-3-2020 02:49:48.224	INFO	10	189	mailbox allocated for dump
19-3-2020 02:49:48.262	INFO	12	190	creating mailslot for RSVP via UDP
19-3-2020 02:49:48.311	INFO	14	194	creating mailslot for RSVP client API
19-3-2020 02:49:48.350	INFO	13	192	creating mailslot for RSVP via UDP
19-3-2020 02:49:48.398	INFO	19	188	loopback to avoid ERROR
19-3-2020 02:49:48.442	INFO	16	191	mailbox allocated for rsvp-api
19-3-2020 02:49:48.483	INFO	11	189	creating mailslot for terminate
19-3-2020 02:49:48.531	INFO	10	189	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:48.574	INFO	14	185	mailbox allocated for pipe
19-3-2020 02:49:48.612	INFO	19	184	ready to accept informational socket connection
19-3-2020 02:49:48.660	INFO	19	192	loopback to avoid ERROR
19-3-2020 02:49:48.699	INFO	12	194	loopback to avoid ERROR
19-3-2020 02:49:48.747	INFO	18	187	mailbox allocated for pipe
19-3-2020 02:49:48.784	INFO	14	185	mailbox allocated for pipe
19-3-2020 02:49:48.784	INFO	11	189	transaction 17144 begun
19-3-2020 02:49:48.940	INFO	15	186	no mailbox necessary for forward
19-3-2020 02:49:48.940	INFO	18	194	transaction done, id=17144
19-3-2020 02:49:48.989	INFO	17	191	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:49.031	INFO	13	191	creating mailslot for dump
19-3-2020 02:49:49.069	INFO	12	191	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:49.110	INFO	10	184	mailbox allocated for terminate
19-3-2020 02:49:49.155	INFO	10	192	loading data for user
19-3-2020 02:49:49.195	INFO	13	192	out of INFO allcations
19-3-2020 02:49:49.237	INFO	12	184	loading data for user
19-3-2020 02:49:49.285	INFO	14	193	master allocated for INFO and ERROR dump
19-3-2020 02:49:49.330	INFO	16	188	creating mailslot for (broken) pipe
19-3-2020 02:49:49.379	INFO	15	186	mailbox allocated for terminate
19-3-2020 02:49:49.424	INFO	19	185	creating mailslot for RSVP
19-3-2020 02:49:49.424	ERROR	19	183	mailbox could not be allocated for rsvp-api
19-3-2020 02:49:49.461	INFO	17	193	creating mailslot for RSVP client API
19-3-2020 02:49:49.508	INFO	17	192	mailbox allocated for rsvp
19-3-2020 02:49:49.550	INFO	10	189	mailbox allocated for rsvp-udp
19-3-2020 02:49:49.587	INFO	11	189	creating mailslot for dump
19-3-2020 02:49:49.627	INFO	13	186	money transfer loaded from queue
19-3-2020 02:49:49.674	INFO	17	187	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:49.719	INFO	12	190	no mailbox necessary for forward
19-3-2020 02:49:49.756	INFO	12	185	parsing transaction entries
19-3-2020 02:49:49.797	INFO	15	186	mailbox allocated for rsvp-udp
19-3-2020 02:49:49.841	INFO	19	194	mailbox allocated for rsvp
19-3-2020 02:49:49.888	INFO	11	185	creating socket for querying route
19-3-2020 02:49:49.935	INFO	18	186	creating mailslot for RSVP
19-3-2020 02:49:49.975	INFO	13	184	creating mailslot for RSVP
19-3-2020 02:49:50.018	INFO	15	189	mailbox allocated for rsvp
19-3-2020 02:49:50.067	INFO	15	193	creating socket for traffic CONTROL module
19-3-2020 02:49:50.114	INFO	12	194	mailbox allocated for dump
19-3-2020 02:49:50.154	INFO	18	192	mailbox allocated for route
19-3-2020 02:49:50.193	INFO	12	189	creating mailslot for route engine - informational socket
19-3-2020 02:49:50.234	INFO	17	194	creating mailslot for terminate
19-3-2020 02:49:50.281	INFO	19	185	parsing transaction entries
19-3-2020 02:49:50.322	INFO	15	183	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:50.362	INFO	12	187	creating mailslot for terminate
19-3-2020 02:49:50.411	INFO	18	184	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:50.460	INFO	14	191	calculating thresholds...
19-3-2020 02:49:50.508	INFO	12	183	mailbox allocated for rsvp
19-3-2020 02:49:50.545	INFO	19	184	creating socket for traffic CONTROL module
19-3-2020 02:49:50.593	INFO	11	186	creating mailslot for route engine - informational socket
